Source,Target,Opinion
The Gray Cloaks,The Path of Echoes,0.0
The Gray Cloaks,Rail Jacks,-1.0
The Gray Cloaks,The Reconciled,-0.15201442195320547
The Gray Cloaks,The Red Sashes,-2.0
The Gray Cloaks,Sailors,-1.0
The Gray Cloaks,The Silver Nails,-0.008448421206522838
The Gray Cloaks,Skovlander Refugees,1.08069315163759
The Gray Cloaks,Sparkwrights,0.0
The Gray Cloaks,Spirit Wardens,-0.9972521895752894
The Gray Cloaks,Ulf Ironborn,0.0
The Gray Cloaks,The Unseen,-0.08538549712117671
The Gray Cloaks,The Weeping Lady,0.03703243685873392
The Gray Cloaks,The Wraiths,0.0
The Gray Cloaks,The Players,1.75
The Grinders,The Billhooks,-0.5
The Grinders,The Brigade,0.0
The Grinders,Bluecoats,-1.0
The Grinders,Cabbies,0.0
The Grinders,The Church of the Ecstasy of the Flesh,0.0
The Grinders,The Circle of Flame,3.0
The Grinders,The Crows,0.7483223575398948
The Grinders,Cyphers,1.0
The Grinders,Deathlands Scavengers,1.8295081882576874
The Grinders,The Dimmer Sisters,1.0900779255900601
The Grinders,Dockers,-0.75
The Grinders,The Fog Hounds,0.0
The Grinders,The Forgotten Gods,0.0
The Grinders,The Foundation,0.0
The Grinders,Gondoliers,-1.0925116581541503
The Grinders,The Gray Cloaks,-1.0
The Grinders,The Grinders,0.0
The Grinders,The Hive,0.0
The Grinders,The Horde,1.0
The Grinders,Imperial Military,0.0
The Grinders,Ink Rakes,-1.8651727017361195
The Grinders,Inspectors,0.0
The Grinders,Ironhook Prison,0.010299294006300863
The Grinders,The Lampblacks,-0.09009443633151426
The Grinders,Leviathan Hunters,0.0
The Grinders,Lord Scurlock,0.0
The Grinders,The Lost,0.0
The Grinders,Ministry of Preservation,0.8461397141559047
The Grinders,The Path of Echoes,1.0
The Grinders,Rail Jacks,-3
The Grinders,The Reconciled,1.0
The Grinders,The Red Sashes,0.0
The Grinders,Sailors,-0.3927960572139733
The Grinders,The Silver Nails,0.008448421206522838
The Grinders,Skovlander Refugees,0.0
The Grinders,Sparkwrights,-1.0
The Grinders,Spirit Wardens,0.0
The Grinders,Ulf Ironborn,0.5590807477639723
The Grinders,The Unseen,-0.25615649136353014
The Grinders,The Weeping Lady,0.0
The Grinders,The Wraiths,-1.0
The Grinders,The Players,-0.25
The Hive,The Billhooks,0.0
The Hive,The Brigade,0.0
The Hive,Bluecoats,0.0
The Hive,Cabbies,0.0
The Hive,The Church of the Ecstasy of the Flesh,0.0
The Hive,The Circle of Flame,0.0
The Hive,The Crows,0.0
The Hive,Cyphers,0.2502430513457061
The Hive,Deathlands Scavengers,-1.0
The Hive,The Dimmer Sisters,1.0
The Hive,Dockers,1.0
The Hive,The Fog Hounds,1.0
The Hive,The Forgotten Gods,0.0
The Hive,The Foundation,0.0
The Hive,Gondoliers,0.09251165815415019
The Hive,The Gray Cloaks,0.0
The Hive,The Grinders,0.0
The Hive,The Hive,0.0
The Hive,The Horde,0.0
The Hive,Imperial Military,0.0
The Hive,Ink Rakes,1.0
The Hive,Inspectors,0.0
The Hive,Ironhook Prison,-1.0
The Hive,The Lampblacks,1.0900944363315141
The Hive,Leviathan Hunters,0.0
The Hive,Lord Scurlock,1.0
The Hive,The Lost,1.0
The Hive,Ministry of Preservation,-0.8461397141559047
The Hive,The Path of Echoes,0.0
The Hive,Rail Jacks,0.0
The Hive,The Reconciled,0.15201442195320547
The Hive,The Red Sashes,0.0
The Hive,Sailors,0.0
The Hive,The Silver Nails,0.008448421206522838
The Hive,Skovlander Refugees,0.0
The Hive,Sparkwrights,1.0
The Hive,Spirit Wardens,1.059074566212841
The Hive,Ulf Ironborn,0.0
The Hive,The Unseen,0.0
The Hive,The Weeping Lady,0.0
The Hive,The Wraiths,0.0
The Hive,The Players,0.0
The Horde,The Billhooks,0.0
The Horde,The Brigade,0.0
The Horde,Bluecoats,1.0
The Horde,Cabbies,0.0
The Horde,The Church of the Ecstasy of the Flesh,0.0
The Horde,The Circle of Flame,0.0
The Horde,The Crows,0.0
The Horde,Cyphers,0.0
The Horde,Deathlands Scavengers,0.0
The Horde,The Dimmer Sisters,0.0
The Horde,Dockers,0.0
The Horde,The Fog Hounds,0.0
The Horde,The Forgotten Gods,0.0
The Horde,The Foundation,0.0
The Horde,Gondoliers,1.0
The Horde,The Gray Cloaks,0.0
The Horde,The Grinders,0.0
The Horde,The Hive,0.0
The Horde,The Horde,0.0
The Horde,Imperial Military,1.0
The Horde,Ink Rakes,-0.1348272982638805
The Horde,Inspectors,-1.0279792484381616
The Horde,Ironhook Prison,0.0
The Horde,The Lampblacks,0.0
The Horde,Leviathan Hunters,0.0
The Horde,Lord Scurlock,-1.0
The Horde,The Lost,0.0
The Horde,Ministry of Preservation,0.0
The Horde,The Path of Echoes,0.0
The Horde,Rail Jacks,0.0
The Horde,The Reconciled,0.0
The Horde,The Red Sashes,1.0
The Horde,Sailors,1.0
The Horde,The Silver Nails,0.0
The Horde,Skovlander Refugees,0.0
The Horde,Sparkwrights,0.0
The Horde,Spirit Wardens,0.0
The Horde,Ulf Ironborn,0.0
The Horde,The Unseen,0.0
The Horde,The Weeping Lady,0.0
The Horde,The Wraiths,0.0
The Horde,The Players,0.0
Imperial Military,The Billhooks,0.0
Imperial Military,The Brigade,-1.0
Imperial Military,Bluecoats,0.0
Imperial Military,Cabbies,0.0
Imperial Military,The Church of the Ecstasy of the Flesh,1.0
Imperial Military,The Circle of Flame,-1.0
Imperial Military,The Crows,0.08389254748670172
Imperial Military,Cyphers,1.0625607628364264
Imperial Military,Deathlands Scavengers,0.0
Imperial Military,The Dimmer Sisters,0.0
Imperial Military,Dockers,1.0
Imperial Military,The Fog Hounds,0.0
Imperial Military,The Forgotten Gods,0.0
Imperial Military,The Foundation,0.0
Imperial Military,Gondoliers,0.0
Imperial Military,The Gray Cloaks,0.0
Imperial Military,The Grinders,-0.25
Imperial Military,The Hive,0.9717674994296969
Imperial Military,The Horde,0.0
Imperial Military,Imperial Military,0.0
Imperial Military,Ink Rakes,-1.0
Imperial Military,Inspectors,0.0
Imperial Military,Ironhook Prison,0.0
Imperial Military,The Lampblacks,0.0
Imperial Military,Leviathan Hunters,0.0
Imperial Military,Lord Scurlock,0.0
Imperial Military,The Lost,0.0
Imperial Military,Ministry of Preservation,0.0
Imperial Military,The Path of Echoes,0.0
Imperial Military,Rail Jacks,0.0
Imperial Military,The Reconciled,0.15201442195320547
Imperial Military,The Red Sashes,0.0
Imperial Military,Sailors,0.0
Imperial Military,The Silver Nails,0.0
Imperial Military,Skovlander Refugees,0.0
Imperial Military,Sparkwrights,-0.8860233165133609
Imperial Military,Spirit Wardens,0.9972521895752894
Imperial Military,Ulf Ironborn,-0.18636024925465744
Imperial Military,The Unseen,0.0
Imperial Military,The Weeping Lady,0.0
Imperial Military,The Wraiths,0.0
Imperial Military,The Players,0.25
Ink Rakes,The Billhooks,0.0
Ink Rakes,The Brigade,0.0
Ink Rakes,Bluecoats,-1.0
Ink Rakes,Cabbies,1.0
Ink Rakes,The Church of the Ecstasy of the Flesh,0.0
Ink Rakes,The Circle of Flame,0.0
Ink Rakes,The Crows,0.0
Ink Rakes,Cyphers,0.0
Ink Rakes,Deathlands Scavengers,0.0
Ink Rakes,The Dimmer Sisters,1.0
Ink Rakes,Dockers,0.0
Ink Rakes,The Fog Hounds,0.0
Ink Rakes,The Forgotten Gods,0.0
Ink Rakes,The Foundation,0.0
Ink Rakes,Gondoliers,0.09251165815415019
Ink Rakes,The Gray Cloaks,0.0
Ink Rakes,The Grinders,0.0
Ink Rakes,The Hive,0.028232500570303132
Ink Rakes,The Horde,0.0
Ink Rakes,Imperial Military,1.0
Ink Rakes,Ink Rakes,0.0
Ink Rakes,Inspectors,0.0
Ink Rakes,Ironhook Prison,0.0
Ink Rakes,The Lampblacks,0.09009443633151426
Ink Rakes,Leviathan Hunters,-1.0
Ink Rakes,Lord Scurlock,0.0
Ink Rakes,The Lost,-1.0
Ink Rakes,Ministry of Preservation,-1.8461397141559046
Ink Rakes,The Path of Echoes,-1.0
Ink Rakes,Rail Jacks,0.0
Ink Rakes,The Reconciled,1.0
Ink Rakes,The Red Sashes,0.0
Ink Rakes,Sailors,0.0
Ink Rakes,The Silver Nails,-0.010910959563811218
Ink Rakes,Skovlander Refugees,0.0
Ink Rakes,Sparkwrights,1.0
Ink Rakes,Spirit Wardens,-1.0
Ink Rakes,Ulf Ironborn,-1.0
Ink Rakes,The Unseen,0.0
Ink Rakes,The Weeping Lady,0.0
Ink Rakes,The Wraiths,1.0
Ink Rakes,The Players,0.0
Inspectors,The Billhooks,-0.5
Inspectors,The Brigade,-1.0
Inspectors,Bluecoats,-1.0
Inspectors,Cabbies,1.0
Inspectors,The Church of the Ecstasy of the Flesh,0.0
Inspectors,The Circle of Flame,0.0
Inspectors,The Crows,0.0
Inspectors,Cyphers,1.0
Inspectors,Deathlands Scavengers,0.6098360627525625
Inspectors,The Dimmer Sisters,0.0
Inspectors,Dockers,-1.25
Inspectors,The Fog Hounds,1.0
Inspectors,The Forgotten Gods,-1.0
Inspectors,The Foundation,0.0
Inspectors,Gondoliers,0.0
Inspectors,The Gray Cloaks,0.0
Inspectors,The Grinders,0.0
Inspectors,The Hive,0.0
Inspectors,The Horde,0.0
Inspectors,Imperial Military,0.0
Inspectors,Ink Rakes,1.1348272982638805
Inspectors,Inspectors,0.0
Inspectors,Ironhook Prison,0.0034330980021002877
Inspectors,The Lampblacks,0.0
Inspectors,Leviathan Hunters,0.0
Inspectors,Lord Scurlock,1.0
Inspectors,The Lost,0.0
Inspectors,Ministry of Preservation,0.0
Inspectors,The Path of Echoes,0.0
Inspectors,Rail Jacks,-1.0
Inspectors,The Reconciled,-0.15201442195320547
Inspectors,The Red Sashes,0.0
Inspectors,Sailors,2.0
Inspectors,The Silver Nails,0.0
Inspectors,Skovlander Refugees,0.0
Inspectors,Sparkwrights,0.0
Inspectors,Spirit Wardens,0.002747810424710617
Inspectors,Ulf Ironborn,0.0
Inspectors,The Unseen,0.9146145028788233
Inspectors,The Weeping Lady,0.0
Inspectors,The Wraiths,0.0
Inspectors,The Players,0.25
Ironhook Prison,The Billhooks,-1.0
Ironhook Prison,The Brigade,-1.0
Ironhook Prison,Bluecoats,-1.0
Ironhook Prison,Cabbies,0.0
Ironhook Prison,The Church of the Ecstasy of the Flesh,-1.0
Ironhook Prison,The Circle of Flame,0.0
Ironhook Prison,The Crows,0.0
Ironhook Prison,Cyphers,-0.06256076283642653
Ironhook Prison,Deathlands Scavengers,1.219672125505125
Ironhook Prison,The Dimmer Sisters,0.0
Ironhook Prison,Dockers,-1.25
Ironhook Prison,The Fog Hounds,-1.0
Ironhook Prison,The Forgotten Gods,-1.0
Ironhook Prison,The Foundation,0.0
Ironhook Prison,Gondoliers,1.0
Ironhook Prison,The Gray Cloaks,1.0
Ironhook Prison,The Grinders,0.0
Ironhook Prison,The Hive,-1.0
Ironhook Prison,The Horde,0.0
Ironhook Prison,Imperial Military,0.0
Ironhook Prison,Ink Rakes,0.1348272982638805
Ironhook Prison,Inspectors,0.0
Ironhook Prison,Ironhook Prison,0.0
Ironhook Prison,The Lampblacks,1.0
Ironhook Prison,Leviathan Hunters,0.0
Ironhook Prison,Lord Scurlock,0.0
Ironhook Prison,The Lost,0.0
Ironhook Prison,Ministry of Preservation,0.0
Ironhook Prison,The Path of Echoes,1.0
Ironhook Prison,Rail Jacks,-2.1709669039216846
Ironhook Prison,The Reconciled,-1.1520144219532056
Ironhook Prison,The Red Sashes,0.0
Ironhook Prison,Sailors,0.0
Ironhook Prison,The Silver Nails,0.0
Ironhook Prison,Skovlander Refugees,0.0
Ironhook Prison,Sparkwrights,0.8860233165133609
Ironhook Prison,Spirit Wardens,0.002747810424710617
Ironhook Prison,Ulf Ironborn,0.0
Ironhook Prison,The Unseen,0.8292290057576466
Ironhook Prison,The Weeping Lady,0.0
Ironhook Prison,The Wraiths,0.0
Ironhook Prison,The Players,0.75
The Lampblacks,The Billhooks,0.5
The Lampblacks,The Brigade,0.0
The Lampblacks,Bluecoats,0.0
The Lampblacks,Cabbies,0.0
The Lampblacks,The Church of the Ecstasy of the Flesh,-1.0
The Lampblacks,The Circle of Flame,0.0
The Lampblacks,The Crows,1.0
The Lampblacks,Cyphers,0.0
The Lampblacks,Deathlands Scavengers,-0.3901639372474375
The Lampblacks,The Dimmer Sisters,0.09007792559006023
The Lampblacks,Dockers,-0.25
The Lampblacks,The Fog Hounds,0.0
The Lampblacks,The Forgotten Gods,0.0
The Lampblacks,The Foundation,0.0
The Lampblacks,Gondoliers,0.09251165815415019
The Lampblacks,The Gray Cloaks,0.0
The Lampblacks,The Grinders,-1.0
The Lampblacks,The Hive,0.0
The Lampblacks,The Horde,0.0
The Lampblacks,Imperial Military,1.0
The Lampblacks,Ink Rakes,0.0
The Lampblacks,Inspectors,0.0
The Lampblacks,Ironhook Prison,0.0034330980021002877
The Lampblacks,The Lampblacks,0.0
The Lampblacks,Leviathan Hunters,0.0
The Lampblacks,Lord Scurlock,1.0
The Lampblacks,The Lost,-1.0
The Lampblacks,Ministry of Preservation,-0.8461397141559047
The Lampblacks,The Path of Echoes,0.0
The Lampblacks,Rail Jacks,-1.1558473052251346
The Lampblacks,The Reconciled,0.0
The Lampblacks,The Red Sashes,0.0
The Lampblacks,Sailors,-0.3927960572139733
The Lampblacks,The Silver Nails,0.0
The Lampblacks,Skovlander Refugees,-1.0
The Lampblacks,Sparkwrights,1.8860233165133609
The Lampblacks,Spirit Wardens,0.06182237663755169
The Lampblacks,Ulf Ironborn,0.0
The Lampblacks,The Unseen,-0.08538549712117671
The Lampblacks,The Weeping Lady,0.0
The Lampblacks,The Wraiths,1.0
The Lampblacks,The Players,0.75
Leviathan Hunters,The Billhooks,-0.5
Leviathan Hunters,The Brigade,0.0
Leviathan Hunters,Bluecoats,0.0
Leviathan Hunters,Cabbies,0.0
Leviathan Hunters,The Church of the Ecstasy of the Flesh,-1.0
Leviathan Hunters,The Circle of Flame,0.0
Leviathan Hunters,The Crows,1.0
Leviathan Hunters,Cyphers,-0.06256076283642653
Leviathan Hunters,Deathlands Scavengers,-0.6098360627525625
Leviathan Hunters,The Dimmer Sisters,0.09007792559006023
Leviathan Hunters,Dockers,0.25
Leviathan Hunters,The Fog Hounds,-2.0
Leviathan Hunters,The Forgotten Gods,2.0
Leviathan Hunters,The Foundation,1.0
Leviathan Hunters,Gondoliers,1.0
Leviathan Hunters,The Gray Cloaks,0.0
Leviathan Hunters,The Grinders,0.0
Leviathan Hunters,The Hive,-1.0
Leviathan Hunters,The Horde,-2.0
Leviathan Hunters,Imperial Military,2.0
Leviathan Hunters,Ink Rakes,0.0
Leviathan Hunters,Inspectors,0.0
Leviathan Hunters,Ironhook Prison,-0.0034330980021002877
Leviathan Hunters,The Lampblacks,0.0
Leviathan Hunters,Leviathan Hunters,0.0
Leviathan Hunters,Lord Scurlock,-2.0
Leviathan Hunters,The Lost,1.0
Leviathan Hunters,Ministry of Preservation,0.0
Leviathan Hunters,The Path of Echoes,0.0
Leviathan Hunters,Rail Jacks,1.1558473052251346
Leviathan Hunters,The Reconciled,0.0
Leviathan Hunters,The Red Sashes,2.0
Leviathan Hunters,Sailors,0.3927960572139733
Leviathan Hunters,The Silver Nails,0.9806406192296659
Leviathan Hunters,Skovlander Refugees,-0.1613863032751799
Leviathan Hunters,Sparkwrights,0.8860233165133609
Leviathan Hunters,Spirit Wardens,0.0
Leviathan Hunters,Ulf Ironborn,-1.0
Leviathan Hunters,The Unseen,-1.9146145028788233
Leviathan Hunters,The Weeping Lady,-0.07406487371746784
Leviathan Hunters,The Wraiths,0.0
Leviathan Hunters,The Players,-2.0
Lord Scurlock,The Billhooks,0.0
Lord Scurlock,The Brigade,1.0
Lord Scurlock,Bluecoats,0.0
Lord Scurlock,Cabbies,1.0
Lord Scurlock,The Church of the Ecstasy of the Flesh,-1.0
Lord Scurlock,The Circle of Flame,0.0
Lord Scurlock,The Crows,0.0
Lord Scurlock,Cyphers,0.0
Lord Scurlock,Deathlands Scavengers,1.0
Lord Scurlock,The Dimmer Sisters,-1.0
Lord Scurlock,Dockers,1.0
Lord Scurlock,The Fog Hounds,0.0
Lord Scurlock,The Forgotten Gods,0.0
Lord Scurlock,The Foundation,0.0
Lord Scurlock,Gondoliers,1.0
Lord Scurlock,The Gray Cloaks,0.0
Lord Scurlock,The Grinders,0.0
Lord Scurlock,The Hive,0.0
Lord Scurlock,The Horde,0.0
Lord Scurlock,Imperial Military,0.0
Lord Scurlock,Ink Rakes,0.0
Lord Scurlock,Inspectors,-1.0
Lord Scurlock,Ironhook Prison,-1.0
Lord Scurlock,The Lampblacks,0.0
Lord Scurlock,Leviathan Hunters,-1.0
Lord Scurlock,Lord Scurlock,0.0
Lord Scurlock,The Lost,0.0
Lord Scurlock,Ministry of Preservation,0.0
Lord Scurlock,The Path of Echoes,0.0
Lord Scurlock,Rail Jacks,0.0
Lord Scurlock,The Reconciled,0.15201442195320547
Lord Scurlock,The Red Sashes,0.0
Lord Scurlock,Sailors,0.0
Lord Scurlock,The Silver Nails,-0.008448421206522838
Lord Scurlock,Skovlander Refugees,0.0
Lord Scurlock,Sparkwrights,0.8860233165133609
Lord Scurlock,Spirit Wardens,-0.06457018706226231
Lord Scurlock,Ulf Ironborn,0.0
Lord Scurlock,The Unseen,0.0
Lord Scurlock,The Weeping Lady,-1.0
Lord Scurlock,The Wraiths,0.0
Lord Scurlock,The Players,-0.25
The Lost,The Billhooks,0.0
The Lost,The Brigade,0.0
The Lost,Bluecoats,1.0
The Lost,Cabbies,0.0
The Lost,The Church of the Ecstasy of the Flesh,1.0
The Lost,The Circle of Flame,0.0
The Lost,The Crows,0.0
The Lost,Cyphers,0.06256076283642653
The Lost,Deathlands Scavengers,0.0
The Lost,The Dimmer Sisters,0.0
The Lost,Dockers,1.0
The Lost,The Fog Hounds,0.0
The Lost,The Forgotten Gods,0.0
The Lost,The Foundation,0.0
The Lost,Gondoliers,1.0
The Lost,The Gray Cloaks,0.0
The Lost,The Grinders,-1.0
The Lost,The Hive,0.9717674994296969
The Lost,The Horde,1.0
The Lost,Imperial Military,0.0
The Lost,Ink Rakes,0.8651727017361195
The Lost,Inspectors,0.0
The Lost,Ironhook Prison,1.0
The Lost,The Lampblacks,-1.0
The Lost,Leviathan Hunters,0.0
The Lost,Lord Scurlock,0.0
The Lost,The Lost,0.0
The Lost,Ministry of Preservation,-1.0
The Lost,The Path of Echoes,-1.0
The Lost,Rail Jacks,0.0
The Lost,The Reconciled,0.15201442195320547
The Lost,The Red Sashes,1.0
The Lost,Sailors,0.0
The Lost,The Silver Nails,0.0
The Lost,Skovlander Refugees,0.08069315163758994
The Lost,Sparkwrights,-0.8860233165133609
The Lost,Spirit Wardens,0.9972521895752894
The Lost,Ulf Ironborn,0.0
The Lost,The Unseen,0.0
The Lost,The Weeping Lady,0.03703243685873392
The Lost,The Wraiths,1.0
The Lost,The Players,1.0
Ministry of Preservation,The Billhooks,-0.5
Ministry of Preservation,The Brigade,0.0
Ministry of Preservation,Bluecoats,0.0
Ministry of Preservation,Cabbies,1.0
Ministry of Preservation,The Church of the Ecstasy of the Flesh,1.0
Ministry of Preservation,The Circle of Flame,0.0
Ministry of Preservation,The Crows,0.0
Ministry of Preservation,Cyphers,1.0
Ministry of Preservation,Deathlands Scavengers,-0.6098360627525625
Ministry of Preservation,The Dimmer Sisters,0.0
Ministry of Preservation,Dockers,-0.75
Ministry of Preservation,The Fog Hounds,0.0
Ministry of Preservation,The Forgotten Gods,-1.0
Ministry of Preservation,The Foundation,0.0
Ministry of Preservation,Gondoliers,-0.09251165815415019
Ministry of Preservation,The Gray Cloaks,0.0
Ministry of Preservation,The Grinders,0.0
Ministry of Preservation,The Hive,0.0
Ministry of Preservation,The Horde,-1.0
Ministry of Preservation,Imperial Military,0.0
Ministry of Preservation,Ink Rakes,-1.0
Ministry of Preservation,Inspectors,0.0
Ministry of Preservation,Ironhook Prison,-0.0034330980021002877
Ministry of Preservation,The Lampblacks,-1.0900944363315141
Ministry of Preservation,Leviathan Hunters,0.0
Ministry of Preservation,Lord Scurlock,0.0
Ministry of Preservation,The Lost,0.0
Ministry of Preservation,Ministry of Preservation,0.0
Ministry of Preservation,The Path of Echoes,0.0
Ministry of Preservation,Rail Jacks,1.1558473052251346
Ministry of Preservation,The Reconciled,-0.15201442195320547
Ministry of Preservation,The Red Sashes,0.0
Ministry of Preservation,Sailors,0.3927960572139733
Ministry of Preservation,The Silver Nails,0.0
Ministry of Preservation,Skovlander Refugees,-0.08069315163758994
Ministry of Preservation,Sparkwrights,-1.8860233165133609
Ministry of Preservation,Spirit Wardens,0.0
Ministry of Preservation,Ulf Ironborn,0.0
Ministry of Preservation,The Unseen,1.0853854971211767
Ministry of Preservation,The Weeping Lady,0.9629675631412661
Ministry of Preservation,The Wraiths,1.0
Ministry of Preservation,The Players,-1.25
The Path of Echoes,The Billhooks,0.0
The Path of Echoes,The Brigade,0.0
The Path of Echoes,Bluecoats,0.0
The Path of Echoes,Cabbies,0.0
The Path of Echoes,The Church of the Ecstasy of the Flesh,0.0
The Path of Echoes,The Circle of Flame,0.0
The Path of Echoes,The Crows,1.0
The Path of Echoes,Cyphers,1.0
The Path of Echoes,Deathlands Scavengers,0.0
The Path of Echoes,The Dimmer Sisters,1.0900779255900601
The Path of Echoes,Dockers,-1.0
The Path of Echoes,The Fog Hounds,0.0
The Path of Echoes,The Forgotten Gods,0.0
The Path of Echoes,The Foundation,0.0
The Path of Echoes,Gondoliers,0.0
The Path of Echoes,The Gray Cloaks,1.0
The Path of Echoes,The Grinders,-1.0
The Path of Echoes,The Hive,0.0
The Path of Echoes,The Horde,0.0
The Path of Echoes,Imperial Military,0.0
The Path of Echoes,Ink Rakes,0.0
The Path of Echoes,Inspectors,1.0
The Path of Echoes,Ironhook Prison,1.0
The Path of Echoes,The Lampblacks,1.0
The Path of Echoes,Leviathan Hunters,0.0
The Path of Echoes,Lord Scurlock,0.0
The Path of Echoes,The Lost,0.0
The Path of Echoes,Ministry of Preservation,0.0
The Path of Echoes,The Path of Echoes,0.0
The Path of Echoes,Rail Jacks,0.0
The Path of Echoes,The Reconciled,0.8479855780467945
The Path of Echoes,The Red Sashes,-1.0
The Path of Echoes,Sailors,0.0
The Path of Echoes,The Silver Nails,0.008448421206522838
The Path of Echoes,Skovlander Refugees,0.0
The Path of Echoes,Sparkwrights,0.0
The Path of Echoes,Spirit Wardens,0.002747810424710617
The Path of Echoes,Ulf Ironborn,0.0
The Path of Echoes,The Unseen,-2.0
The Path of Echoes,The Weeping Lady,0.0
The Path of Echoes,The Wraiths,0.0
The Path of Echoes,The Players,0.5
Rail Jacks,The Billhooks,3.0
Rail Jacks,The Brigade,0.0
Rail Jacks,Bluecoats,0.0
Rail Jacks,Cabbies,0.0
Rail Jacks,The Church of the Ecstasy of the Flesh,0.0
Rail Jacks,The Circle of Flame,0.0
Rail Jacks,The Crows,-1.0
Rail Jacks,Cyphers,-1.0
Rail Jacks,Deathlands Scavengers,-2.43934425101025
Rail Jacks,The Dimmer Sisters,-1.0900779255900601
Rail Jacks,Dockers,1.0
Rail Jacks,The Fog Hounds,0.0
Rail Jacks,The Forgotten Gods,0.0
Rail Jacks,The Foundation,0.0
Rail Jacks,Gondoliers,0.0
Rail Jacks,The Gray Cloaks,0.0
Rail Jacks,The Grinders,0.0
Rail Jacks,The Hive,0.0
Rail Jacks,The Horde,-1.0
Rail Jacks,Imperial Military,0.0
Rail Jacks,Ink Rakes,0.0
Rail Jacks,Inspectors,0.02797924843816163
Rail Jacks,Ironhook Prison,-2.013732392008401
Rail Jacks,The Lampblacks,-1.0
Rail Jacks,Leviathan Hunters,0.0
Rail Jacks,Lord Scurlock,0.0
Rail Jacks,The Lost,1.0
Rail Jacks,Ministry of Preservation,-1.0
Rail Jacks,The Path of Echoes,0.0
Rail Jacks,Rail Jacks,0.0
Rail Jacks,The Reconciled,0.0
Rail Jacks,The Red Sashes,0.0
Rail Jacks,Sailors,-1.7855921144279465
Rail Jacks,The Silver Nails,-0.9890890404361887
Rail Jacks,Skovlander Refugees,0.0
Rail Jacks,Sparkwrights,0.0
Rail Jacks,Spirit Wardens,-0.06457018706226231
Rail Jacks,Ulf Ironborn,1.0
Rail Jacks,The Unseen,0.34154198848470685
Rail Jacks,The Weeping Lady,0.0
Rail Jacks,The Wraiths,0.0
Rail Jacks,The Players,0.25
The Reconciled,The Billhooks,0.0
The Reconciled,The Brigade,0.0
The Reconciled,Bluecoats,0.0
The Reconciled,Cabbies,-1.0
The Reconciled,The Church of the Ecstasy of the Flesh,0.0
The Reconciled,The Circle of Flame,0.0
The Reconciled,The Crows,-1.0
The Reconciled,Cyphers,0.0
The Reconciled,Deathlands Scavengers,0.0
The Reconciled,The Dimmer Sisters,-1.0900779255900601
The Reconciled,Dockers,-2.0
The Reconciled,The Fog Hounds,0.0
The Reconciled,The Forgotten Gods,0.0
The Reconciled,The Foundation,-1.0
The Reconciled,Gondoliers,0.0
The Reconciled,The Gray Cloaks,-1.0
The Reconciled,The Grinders,1.0
The Reconciled,The Hive,0.0
The Reconciled,The Horde,0.0
The Reconciled,Imperial Military,-1.0
The Reconciled,Ink Rakes,1.0
The Reconciled,Inspectors,0.0
The Reconciled,Ironhook Prison,0.0
The Reconciled,The Lampblacks,1.0
The Reconciled,Leviathan Hunters,0.0
The Reconciled,Lord Scurlock,0.0
The Reconciled,The Lost,0.0
The Reconciled,Ministry of Preservation,0.0
The Reconciled,The Path of Echoes,0.0
The Reconciled,Rail Jacks,0.0
The Reconciled,The Reconciled,0.0
The Reconciled,The Red Sashes,-1.0
The Reconciled,Sailors,0.0
The Reconciled,The Silver Nails,0.010910959563811218
The Reconciled,Skovlander Refugees,0.0
The Reconciled,Sparkwrights,0.0
The Reconciled,Spirit Wardens,0.005495620849421234
The Reconciled,Ulf Ironborn,1.0
The Reconciled,The Unseen,0.0
The Reconciled,The Weeping Lady,0.0
The Reconciled,The Wraiths,0.0
The Reconciled,The Players,0.5
The Red Sashes,The Billhooks,-1.0
The Red Sashes,The Brigade,0.0
The Red Sashes,Bluecoats,0.0
The Red Sashes,Cabbies,0.0
The Red Sashes,The Church of the Ecstasy of the Flesh,0.0
The Red Sashes,The Circle of Flame,0.0
The Red Sashes,The Crows,0.0
The Red Sashes,Cyphers,0.0
The Red Sashes,Deathlands Scavengers,1.219672125505125
The Red Sashes,The Dimmer Sisters,0.0
The Red Sashes,Dockers,-0.25
The Red Sashes,The Fog Hounds,0.0
The Red Sashes,The Forgotten Gods,0.0
The Red Sashes,The Foundation,1.0
The Red Sashes,Gondoliers,-0.9074883418458497
The Red Sashes,The Gray Cloaks,0.0
The Red Sashes,The Grinders,0.0
The Red Sashes,The Hive,-0.028232500570303132
The Red Sashes,The Horde,-1.0
The Red Sashes,Imperial Military,0.0
The Red Sashes,Ink Rakes,-1.0
The Red Sashes,Inspectors,0.0
The Red Sashes,Ironhook Prison,0.006866196004200575
The Red Sashes,The Lampblacks,0.09009443633151426
The Red Sashes,Leviathan Hunters,-1.0
The Red Sashes,Lord Scurlock,0.0
The Red Sashes,The Lost,0.0
The Red Sashes,Ministry of Preservation,-0.8461397141559047
The Red Sashes,The Path of Echoes,0.0
The Red Sashes,Rail Jacks,-2.1709669039216846
The Red Sashes,The Reconciled,0.0
The Red Sashes,The Red Sashes,0.0
The Red Sashes,Sailors,0.0
The Red Sashes,The Silver Nails,-0.019359380770334056
The Red Sashes,Skovlander Refugees,0.0
The Red Sashes,Sparkwrights,1.0
The Red Sashes,Spirit Wardens,1.0
The Red Sashes,Ulf Ironborn,-1.0
The Red Sashes,The Unseen,0.8292290057576466
